"KODE","TEKST","N3"
"M95107","RETINOBLASTOM, RECIDIV",""
"M95109","RETINOBLASTOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95113","DIFFERENTIERET RETINOBLASTOM",""
"M95114","DIFFERENTIERET RETINOBLASTOM, DIREKTE SPREDNING",""
"M95116","METASTASE, DIFFERENTIERET RETINOBLASTOM",""
"M95117","DIFFERENTIERET RETINOBLASTOM, RECIDIV",""
"M95119","DIFFERENTIERET RETINOBLASTOM, USIKKERT OM PRIMÆRT EL. MET.",""
"M95123","UDIFFERENTIERET RETINOBLASTOM",""
"M95124","UDIFFERENTIERET RETINOBLASTOM, DIREKTE SPREDNING",""
"M95126","METASTASE, UDIFFERENTIERET RETINOBLASTOM",""
"M95127","UDIFFERENTIERET RETINOBLASTOM, RECIDIV",""
"M95129","UDIFFERENTIERET RETINOBLASTOM, USIKKERT OM PRIMÆRT EL. MET.",""
"M95223","ESTESIONEUROBLASTOM",""
"M95223","ESTHESIONEUROBLASTOM",""
"M95224","ESTESIONEUROBLASTOM, DIREKTE SPREDNING",""
"M95224","ESTHESIONEUROBLASTOM, DIREKTE SPREDNING",""
"M95226","METASTASE, ESTESIONEUROBLASTOM",""
"M95226","METASTASE, ESTHESIONEUROBLASTOM",""
"M95227","ESTESIONEUROBLASTOM, RECIDIV",""
"M95227","ESTHESIONEUROBLASTOM, RECIDIV",""
"M95229","ESTESIONEUROBLASTOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95229","ESTHESIONEUROBLASTOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95233","ESTESIONEUROEPITELIOM",""
"M95234","ESTESIONEUROEPITELIOM, DIREKTE SPREDNING",""
"M95236","METASTASE, ESTESIONEUROEPITELIOM",""
"M95237","ESTESIONEUROEPITELIOM, RECIDIV",""
"M95239","ESTESIONEUROEPITELIOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95300","MENINGEOM",""
"M95302","ATYPISK MENINGEOM",""
"M95303","MALIGNT MENINGEOM",""
"M95304","MALIGNT MENINGEOM, DIREKTE SPREDNING",""
"M95306","METASTASE, MALIGNT MENINGEOM",""
"M95307","MALIGNT MENINGEOM, RECIDIV",""
"M95309","MALIGNT MENINGEOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95310","ENDOTELIOMATØST MENINGEOM",""
"M95320","FIBROBLASTISK MENINGEOM",""
"M95330","PSAMMOMATØST MENINGEOM",""
"M95350","ANGIOBLASTISK MENINGEOM",""
"M95350","UDGÅET, SE M95359",""
"M95350","ANGIOBLASTISK MENINGIOM",""
"M95359","UDGÅET PR. 31. DECEMBER 1984, SE M95350",""
"M95359","ANGIOBLASTISK MENINGEOM",""
"M95370","TRANSITIONALT MENINGEOM",""
"M95381","PAPILLÆRT MENINGEOM",""
"M95393","MENINGEAL SARKOMATOSE",""
"M95394","MENINGEAL SARKOMATOSE, DIREKTE SPREDNING",""
"M95396","METASTASE, MENINGEAL SARKOMATOSE",""
"M95397","MENINGEAL SARKOMATOSE, RECIDIV",""
"M95399","MENINGEAL SARKOMATOSE, USIKKERT OM PRIMÆR ELLER METASTASE",""
"M95400","NEUROFIBROM",""
"M95401","VON RECKLINGHAUSENS SYGDOM",""
"M95403","MALIGN PERIFER NERVESKEDETUMOR",""
"M95403","NEUROFIBROSARKOM",""
"M95404","MALIGN PERIFER NERVESKEDETUMOR, DIREKTE SPREDNING",""
"M95404","NEUROFIBROSARKOM, DIREKTE SPREDNING",""
"M95406","METASTASE, MALIGN PERIFER NERVESKEDETUMOR",""
"M95406","METASTASE, NEUROFIBROSARKOM",""
"M95407","MALIGN PERIFER NERVESKEDETUMOR, RECIDIV",""
"M95407","NEUROFIBROSARKOM, RECIDIV",""
"M95409","MALIGN PERIFER NERVESKEDETUMOR, USIKKERT OM PRIMÆRT EL. MET.",""
"M95409","NEUROFIBROSARKOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95500","PLEKSIFORMT NEUROFIBROM",""
"M95563","UDGÅET PR. 01.01.40, SE M96563",""
"M956A0","PERINEURIOM",""
"M956A0","PERINEURIOM",""
"M95600","SCHWANNOM",""
"M95600","NEURILEMMOM",""
"M95603","MALIGNT SCHWANNOM",""
"M95603","MALIGNT NEURILEMMOM",""
"M95604","MALIGNT SCHWANNOM, DIREKTE SPREDNING",""
"M95604","MALIGNT NEURILEMMOM, DIREKTE SPREDNING",""
"M95606","METASTASE, MALIGNT SCHWANNOM",""
"M95606","METASTASE, MALIGNT NEURILEMMOM",""
"M95607","MALIGNT SCHWANNOM, RECIDIV",""
"M95607","MALIGNT NEURILEMMOM, RECIDIV",""
"M95609","MALIGNT SCHWANNOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95609","MALIGNT NEURILEMMOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M95620","NEUROTEKEOM",""
"M95700","NEUROM",""
"M95800","GRANULÆRCELLETUMOR",""
"M95803","MALIGN GRANULÆRCELLETUMOR",""
"M95804","MALIGN GRANULÆRCELLETUMOR, DIREKTE SPREDNING",""
"M95806","METASTASE, MALIGN GRANULÆRCELLETUMOR",""
"M95807","MALIGN GRANULÆRCELLETUMOR, RECIDIV",""
"M95809","MALIGN GRANULÆRCELLETUMOR, USIKKERT OM PRIMÆR EL. METASTASE",""
"M95813","ALVEOLÆRT BLØDDELSSARKOM",""
"M95814","ALVEOLÆRT BLØDDELSSARKOM, DIREKTE SPREDNING",""
"M95816","METASTASE, ALVEOLÆRT BLØDDELSSARKOM",""
"M95817","ALVEOLÆRT BLØDDELSSARKOM, RECIDIV",""
"M95819","ALVEOLÆRT BLØDDELSSARKOM, USIKKERT OM PRIMÆRT EL. METASTASE",""
"M95900","UDGÅET PR. 01.03.96",""
"M95900","BENIGNT LYMFOM",""
"M95903","UDGÅET PR. 01.03.96 - SE M96003",""
"M95903","MALIGNT LYMFOM",""
"M95904","UDGÅET PR. 01.03.96 - SE M96004",""
"M95904","MALIGNT LYMFOM, DIREKTE SPREDNING",""
"M95907","UDGÅET PR. 01.03.96 - SE M96007",""
"M95907","MALIGNT LYMFOM, RECIDIV",""
"M95908","UDGÅET PR. 01.03.96 - SE M96008",""
"M95908","MALIGNT LYMFOM I REMISSSION",""
"M95913","UDGÅET PR. 01.01.96",""
"M95913","NON-HODGKIN MALIGNT LYMFOM",""
"M96002","MALIGNT LYMFOM I INKOMPLET REMISSION",""
"M96002","UDGÅR - FEJLOPRETTELSE",""
"M96003","MALIGNT LYMFOM",""
"M96003","UDIFFERENTIERET MALIGNT LYMFOM, NON-BURKITT",""
"M96004","MALIGNT LYMFOM, DIREKTE SPREDNING",""
"M96007","MALIGNT LYMFOM, RECIDIV",""
"M96008","MALIGNT LYMFOM I REMISSION",""
"M96023","UDGÅET PR. 01.01.96 - SE M96003",""
"M96023","LYMFOBLASTÆRT MALIGNT LYMFOM, CONVOLUTED CELL TYPE",""
"M961A2","SPLENISK MARGINALZONE B-CELLE LYMFOM I INKOMPLET REMISSION",""
"M961A3","SPLENISK MARGINALZONE B-CELLE LYMFOM",""
"M961A7","SPLENISK MARGINALZONE B-CELLE LYMFOM, RECIDIV",""
"M961A8","SPLENISK MARGINALZONE B-CELLE LYMFOM I REMISSION",""
"M961B2","HÅRCELLELEUKÆMI I INKOMPLET REMISSION",""
"M961B3","HÅRCELLELEUKÆMI",""
"M961B7","HÅRCELLELEUKÆMI, RECIDIV",""
"M961B8","HÅRCELLELEUKÆMI I REMISSION",""
"M961C2","PLASMACYTOM I INKOMPLET REMISSION",""
"M961C3","PLASMACYTOM",""
"M961C7","PLASMACYTOM, RECIDIV",""
"M961C8","PLASMACYTOM I REMISSION",""
"M961D2","DIFFUST STORCELLET B-CELLE LYMFOM I INKOMPLET REMISSION",""
"M961D3","DIFFUST STORCELLET B-CELLE LYMFOM",""
"M961D7","DIFFUST STORCELLET B-CELLE LYMFOM, RECIDIV",""
"M961D8","DIFFUST STORCELLET B-CELLE LYMFOM I REMISSION",""
"M961E2","PRIM.MEDIASTINALT STORCEL. B-CELLE LYMFOM I INKOMPLET REMIS.",""
"M961E3","PRIMÆRT MEDIASTINALT STORCELLET B-CELLE LYMFOM",""
"M961E7","PRIMÆRT MEDIASTINALT STORCELLET B-CELLE LYMFOM, RECIDIV",""
"M961E8","PRIMÆRT MEDIASTINALT STORCELLET B-CELLE LYMFOM I REMISSION",""
"M961F2","BURKITT LYMFOM I INKOMPLET REMISSION",""
"M961F3","BURKITT LYMFOM",""
"M961F7","BURKITT LYMFOM, RECIDIV",""
"M961F8","BURKITT LYMFOM I REMISSION",""
"M961G2","HIGH GRADE B-CELLE LYMFOM, BURKITT-LIGNENDE I INKOMPL. REMIS",""
"M961G3","HIGH GRADE B-CELLE LYMFOM, BURKITT-LIGNENDE",""
"M961G7","HIGH GRADE B-CELLE LYMFOM, BURKITT-LIGNENDE, RECIDIV",""
"M961G8","HIGH GRADE B-CELLE LYMFOM, BURKITT-LIGNENDE I REMISSION",""
"M96102","B-CELLE LYMFOM I INKOMPLET REMISSION",""
"M96103","B-CELLE LYMFOM",""
"M96103","DIFFUST MALIGNT LYMFOM",""
"M96107","B-CELLE LYMFOM, RECIDIV",""
"M96108","B-CELLE LYMFOM I REMISSION",""
"M96112","PRECURSOR B-LYMFOBLASTISK LYMFOM/LEUKÆMI I INKOMPL. REMISSION",""
"M96113","PRECURSOR B-LYMFOBLASTISK LYMFOM/LEUKÆMI",""
"M96113","IMMUNOCYTOM",""
"M96113","IMMUNOCYTOM",""
"M96117","PRECURSOR B-LYMFOBLASTISK LYMFOM/LEUKÆMI, RECIDIV",""
"M96117","IMMUNOCYTOM, RECIDIV",""
"M96118","PRECURSOR B-LYMFOBLASTISK LYMFOM/LEUKÆMI I REMISSION",""
"M96122","B-CELLE KRONISK LYMFOCYTÆR LEUKÆMI I INKOMPLET REMISSION",""
"M96123","B-CELLE KRONISK LYMFOCYTÆR LEUKÆMI",""
"M96123","IMMUNOBLASTÆRT MALIGNT LYMFON",""
"M96127","B-CELLE KRONISK LYMFOCYTÆR LEUKÆMI, RECIDIV",""
"M96127","IMMUNOBLASTÆRT MALIGNT LYMFON, RECIDIV",""
"M96128","B-CELLE KRONISK LYMFOCYTÆR LEUKÆMI I REMISSION",""
"M96132","B-CELLE PROLYMFOCYTÆR LEUKÆMI I INKOMPLET REMISSION",""
"M96133","B-CELLE PROLYMFOCYTÆR LEUKÆMI",""
"M96133","BLAND. HISTIOCYTÆRT,LYMFOCYTÆRT MALIGNT LYMFOM,DIFFUS VÆKSTM.",""
"M96137","B-CELLE PROLYMOFYCTÆR LEUKÆMI, RECIDIV",""
"M96138","B-CELLE PROLYMFOCYTÆR LEUKÆMI I REMISSION",""
"M96142","SMÅCELLET LYMFOCYTÆRT LYMFOM I INKOMPLET REMISSION",""
"M96143","SMÅCELLET LYMFOCYTÆRT LYMFOM",""
"M96143","CENTROBLASTÆRT/CENTROCYTÆRT MALIGNT LYMFOM, DIFFUST",""
"M96147","SMÅCELLET LYMFOCYTÆRT LYMFOM, RECIDIV",""
"M96147","CENTROBLASTÆRT/CENTROCYTÆRT MALIGNT LYMFOM, DIFFUST, RECIDIV",""
"M96148","SMÅCELLET LYMFOCYTÆRT LYMFOM I REMISSION",""
"M96152","LYMFOPLASMACYTOIDT LYMFOM I INKOMPLET REMISSION",""
"M96153","LYMFOPLASMACYTOIDT LYMFOM",""
"M96157","LYMFOPLASMACYTOIDT LYMFOM, RECIDIV",""
"M96158","LYMFOPLASMACYTOIDT LYMFOM I REMISSION",""
"M96162","MANTLECELLE LYMFOM I INKOMPLET REMISSION",""
"M96163","MANTLECELLE LYMFOM",""
"M96167","MANTLECELLE LYMFOM, RECIDIV",""
"M96168","MANTLECELLE LYMFOM I REMISSION",""
"M96172","FOLLIKULÆRT KIMCENTER LYMFOM I INKOMPLET REMISSION",""
"M96173","FOLLIKULÆRT KIMCENTER LYMFOM",""
"M96177","FOLLIKULÆRT KIMCENTER LYMFOM, RECIDIV",""
"M96178","FOLLIKULÆRT KIMCENTER LYMFOM I REMISSION",""
"M96182","DIFFUST KIMCENTER LYMFOM I INKOMPLET REMISSION",""
"M96183","DIFFUST KIMCENTER LYMFOM",""
"M96187","DIFFUST KIMCENTER LYMFOM, RECIDIV",""
"M96188","DIFFUST KIMCENTER LYMFOM I REMISSION",""
"M96192","MARGINALZONE B-CELLE LYMFOM I INKOMPLET REMISSION",""
"M96193","MARGINALZONE B-CELLE LYMFOM",""
"M96197","MARGINALZONE B-CELLE LYMFOM, RECIDIV",""
"M96198","MARGINALZONE B-CELLE LYMFOM I REMISSION",""
"M962A2","ANGIOCENTRISK T-CELLE LYMFOM I INKOMPLET REMISSION",""
"M962A3","ANGIOCENTRISK T-CELLE LYMFOM",""
"M962A7","ANGIOCENTRISK T-CELLE LYMFOM, RECIDIV",""
"M962A8","ANGIOCENTRISK T-CELLE LYMFOM I REMISSION",""
"M962B2","INTESTINALT T-CELLE LYMFOM I INKOMPLET REMISSION",""
"M962B3","INTESTINALT T-CELLE LYMFOM",""
"M962B7","INTESTINALT T-CELLE LYMFOM, RECIDIV",""
"M962B8","INTESTINALT T-CELLE LYMFOM I REMISSION",""
"M962C2","ADULT T-CELLE LYMFOM/LEUKÆMI I INKOMPLET REMISSION",""
"M962C3","ADULT T-CELLE LYMFOM/LEUKÆMI",""
"M962C7","ADULT T-CELLE LYMFOM/LEUKÆMI, RECIDIV",""
"M962C8","ADULT T-CELLE LYMFOM/LEUKÆMI I REMISSION",""
"M962D2","ANAPLASTISK STORCELLET LYMFOM I INKOMPLET REMISSION",""
"M962D3","ANAPLASTISK STORCELLET LYMFOM",""
"M962D7","ANAPLASTISK STORCELLET LYMFOM, RECIDIV",""
"M962D8","ANAPLASTISK STORCELLET LYMFOM I REMISSION",""
"M962E2","ANAPLASTISK STORCELLET, HODGKIN-LIGN.LYMFOM I INKOMPL.REMISS.",""
"M962E3","ANAPLASTISK STORCELLET, HODGKIN-LIGNENDE LYMFOM",""
"M962E7","ANAPLASTISK STORCELLET, HOGDKIN-LIGNENDE LYMFOM, RECIDIV",""
"M962E8","ANAPLASTISK STORCELLET, HODGKIN-LIGNENDE LYMFOM I REMISSION",""
"M96202","T-CELLE LYMFOM I INKOMPLET REMISSION",""
"M96203","T-CELLE LYMFOM",""
"M96203","HØJT DIFF. LYMFOCYTÆRT MALIGNT LYMFOM, DIFFUS VÆKSTMÅDE",""
"M96207","T-CELLE LYMFOM, RECIDIV",""
"M96208","T-CELLE LYMFOM I REMISSION",""
"M96212","PRECURSOR T-LYMFOBLASTISK LYMFOM/LEUKÆMI I INKOMPLET REMISS.",""
"M96213","PRECURSOR T-LYMFOBLASTISK LYMFOM/LEUKÆMI",""
"M96217","PRECURSOR T-LYMFOBLASTISK LYMFOM/LEUKÆMI, RECIDIV",""
"M96218","PRECURSOR T-LYMFOBLASTISK LYMFOM/LEUKÆMI I REMISSION",""
"M96222","T-CELLE KRONISK LYMFOCYTÆR LEUKÆMI I INKOMPLET REMISSION",""
"M96223","T-CELLE KRONISK LYMFOCYTÆR LEUKÆMI",""
"M96223","CENTROCYTÆRT MALIGNT LYMFOM",""
"M96227","T-CELLE KRONISK LYMFOCYTÆR LEUKÆMI, RECIDIV",""
"M96227","CENTROCYTÆRT MALIGNT LYMFOM, RECIDIV",""
"M96228","T-CELLE KRONISK LYMFOCYTÆR LEUKÆMI I REMISSION",""
"M96232","T-CELLE PROLYMFOCYTÆR LEUKÆMI I INKOMPLET REMISSION",""
"M96233","T-CELLE PROLYMFOCYTÆR LEUKÆMI",""
"M96237","T-CELLE PROLYMFOCYTÆR LEUKÆMI, RECIDIV",""
"M96238","T-CELLE PROLYMFOCYTÆR LEUKÆMI I REMISSION",""
"M96242","LARGE GRANULAR LYMFOCYTE LEUKÆMI I INKOMPLET REMISSION",""
"M96243","LARGE GRANULAR LYMFOCYTE LEUKÆMI",""
"M96247","LARGE GRANULAR LYMFOCYTE LEUKÆMI, RECIDIV",""
"M96248","LARGE GRANULAR LYMFOCYTE LEUKÆMI I REMISSION",""
"M96252","MYCOSIS FUNGOIDES I INKOMPLET REMISSION",""
"M96253","MYCOSIS FUNGOIDES",""
"M96257","MYCOSIS FUNGOIDES, RECIDIV",""
"M96258","MYCOSIS FUNGOIDES I REMISSION",""
"M96262","PERIFERT T-CELLE LYMFOM I INKOMPLET REMISSION",""
"M96263","PERIFERT T-CELLE LYMFOM",""
"M96267","PERIFERT T-CELLE LYMFOM, RECIDIV",""
"M96268","PERIFERT T-CELLE LYMFOM I REMISSION",""
"M96272","PERIFERT T-LYMFOM,SUBKUTAN PANNICULITIS TYPE,INKOMPL.REMISS.",""
"M96273","PERIFERT T-CELLE LYMFOM AF SUBKUTAN PANNICULITIS TYPE",""
"M96277","PERIFERT T-CELLE LYMFOM AF SUBKUTAN PANNICULITIS TYPE,RECIDIV",""
"M96278","PERIFERT T-LYMFOM AF SUBKUTAN PANNICULITIS TYPE I REMISSION",""
"M96282","HEPATOSPLENISK G-# T-CELLE LYMFOM I INKOMPLET REMISSION",""
"M96283","HEPATOSPLENISK G-# T-CELLE LYMFOM",""
"M96287","HEPATOSPLENISK G-# T-CELLE LYMFOM, RECIDIV",""
"M96288","HEPATOSPLENISK G-# T-CELLE LYMFOM I REMISSION",""
"M96292","ANGIOIMMUNOBLASTISK T-CELLE LYMFOM I INKOMPLET REMISSION",""
"M96293","ANGIOIMMUNOBLASTISK T-CELLE LYMFOM",""
"M96297","ANGIOIMMUNOBLASTISK T-CELLE LYMFOM, RECIDIV",""
"M96298","ANGIOIMMUNOBLASTISK T-CELLE LYMFOM I REMISSION",""
"M96303","UDGÅET PR. 01.01.96 - SE M96003",""
"M96303","LAVT DIFF. LYMFOCYTÆRT MALIGNT LYMFOM,DIFFUS VÆKSTMÅDE",""
"M96313","UDGÅET PR. 01.01.96 - SE M96003",""
"M96313","PROLYMFOCYTÆRT MALIGNT LYMFOM",""
"M96317","UDGÅET PR. 01.01.96 - SE M96007",""
"M96317","PROLYMFOCYTÆRT MALIGNT LYMFOM, RECIDIV",""
"M96323","UDGÅET PR. 01.01.96 - SE M96003",""
"M96323","CENTROBLASTÆRT MALIGNT LYMFOM, DIFFUST",""
"M96327","UDGÅET PR. 01.01.96 - SE M96007",""
"M96327","CENTROBLASTÆRT MALIGNT LYMFOM, DIFFUST, RECIDIV",""
"M96403","UDGÅET PR. 01.01.96 - SE M96003",""
"M96403","HISTIOCYTÆRT MALIGNT LYMFOM, DIFFUS VÆKSTMÅDE",""
"M96407","UDGÅET PR. 01.01.96 - SE M96007",""
"M96407","HISTIOCYTÆRT MALIGNT LYMFOM, DIFFUS VÆKSTMÅDE, RECIDIV",""
"M96423","UDGÅET PR. 01.01.96 - SE M96003",""
"M96423","HISTIOCYTÆRT MALIGNT LYMFOM, NODULÆR VÆKSTMÅDE",""
"M96427","UDGÅET PR. 01.01.96 - SE M96007",""
"M96427","HISTIOCYTÆRT MALIGNT LYMFOM, NODULÆR VÆKSTMÅDE, RECIDIV",""
"M96502","HODGKINS SYGDOM I INKOMPLET REMISSION",""
"M96502","UDGÅR - FEJLOPRETTELSE",""
"M96503","HODGKINS SYGDOM",""
"M96507","HODGKINS SYGDOM, RECIDIV",""
"M96508","HODGKINS SYGDOM I REMISSION",""
"M96513","HODGKINS SYGDOM, LYMFOCYTRIG, KLASSISK TYPE",""
"M96513","HODGKINS SYGDOM, LYMFOCYTÆR DOMINANS",""
"M96517","UDGÅET PR. 01.01.96 - SE M96577",""
"M96517","HODGKINS SYGDOM, LYMFOCYTÆR DOMINANS, RECIDIV",""
"M96522","HODGKINS SYGDOM, MC-TYPE I INKOMPLET REMISSION",""
"M96523","HODGKINS SYGDOM, MC-TYPE",""
"M96523","HODGKINS SYGDOM, CELLULÆRT BLANDET TYPE",""
"M96527","HODGKINS SYGDOM, MC-TYPE, RECIDIV",""
"M96527","HODGKINS SYGDOM, CELLULÆRT BLANDET TYPE, RECIDIV",""
"M96528","HODGKINS SYGDOM, MC-TYPE I REMISSION",""
"M96532","HODGKINS SYGDOM, LD-TYPE I INKOMPLET REMISSION",""
"M96533","HODGKINS SYGDOM, LD-TYPE",""
"M96533","HODGKINS SYGDOM, LYMFOCYTÆR DEPLETION TYPE",""
"M96537","HODGKINS SYGDOM, LD-TYPE, RECIDIV",""
"M96537","HODGKINS SYGDOM, LYMFOCYTÆR DEPLETION, TYPE, RECIDIV",""
"M96538","HODGKINS SYGDOM, LD-TYPE I REMISSION",""
"M96563","UDGÅET PR. 01.01.96 - SE M96633",""
"M96563","HODGKINS SYGDOM, NODULÆRT SKLEROSERENDE TYPE",""
"M96567","UDGÅET PR. 01.01.96 - SE M96637",""
"M96567","HODGKINS SYGDOM, NODULÆRT SKLEROSERENDE TYPE, RECIDIV",""
"M96572","HODGKINS SYGDOM, LP-TYPE I INKOMPLET REMISSION",""
"M96573","HODGKINS SYGDOM, LP-TYPE",""
"M96573","UDGÅET PR. 01.01.40, SE M95563",""
"M96577","HODGKINS SYGDOM, LP-TYPE, RECIDIV",""
"M96578","HODGKINS SYGDOM, LP-TYPE I REMISSION",""
"M96582","HODGKINS SYGDOM, LP-TYPE, DIFFUS VÆKSTM. I INKOMPL.REMISSION",""
"M96583","HODGKINS SYGDOM, LP-TYPE, DIFFUS VÆKSTMÅDE",""
"M96587","HODGKINS SYGDOM, LP-TYPE, DIFFUS VÆKSTMÅDE, RECIDIV",""
"M96588","HODGKINS SYGDOM, LP-TYPE, DIFFUS VÆKSTMÅDE I REMISSION",""
"M96592","HODGKINS SYGDOM, LP-TYPE, NODULÆR VÆKSTM.I INKOMPL.REMISSION",""
"M96593","HODGKINS SYGDOM, LP-TYPE, NODULÆR VÆKSTMÅDE",""
"M96597","HODGKINS SYGDOM, LP-TYPE, NODULÆR VÆKSTMÅDE, RECIDIV",""
"M96598","HODGKINS SYGDOM, LP-TYPE, NODULÆR VÆKSTMÅDE I REMISSION",""
"M96632","HODGKINS SYGDOM, NS-TYPE I INKOMPLET REMISSION",""
"M96633","HODGKINS SYGDOM, NS-TYPE",""
"M96637","HODGKINS SYGDOM, NS-TYPE, RECIDIV",""
"M96638","HODGKINS SYGDOM, NS-TYPE I REMISSION",""
"M96642","HODGKINS SYGDOM, NS-TYPE, CELLULÆR FASE I INKOMPLET REMISSION",""
"M96643","HODGKINS SYGDOM, NS-TYPE, CELLULÆR FASE",""
"M96647","HODGKINS SYGDOM, NS-TYPE, CELLULÆR FASE, RECIDIV",""
"M96648","HODGKINS SYGDOM, NS-TYPE, CELLULÆR FASE I REMISSION",""
"M96903","UDGÅET PR. 01.01.96 - SE M96003",""
"M96903","NODULÆRT MALIGNT LYMFOM",""
"M96907","UDGÅET PR. 01.01.96 - SE M96007",""
"M96907","NODULÆRT MALIGNT LYMFOM, RECIDIV",""
"M96913","UDGÅET PR. 01.01.96 - SE M96003",""
"M96913","BLANDET HISTIOCYTÆRT,LYMFOCYTÆRT MALIGNT LYMFOM,NODULÆR VÆKST",""
"M96923","UDGÅET PR. 01.01.96 - SE M96003",""
"M96923","CENTROBLASTÆRT/CENTROCYTÆRT MALIGNT LYMFOM, FOLLIKULÆRT",""
"M96933","UDGÅET PR. 01.01.96 - SE M96003",""
"M96933","HØJT DIFF. LYMFOCYTÆRT MALIGNT LYMFOM, NODULÆR VÆKSTMÅDE",""
"M96937","UDGÅET, FEJLOPRETTET",""
"M96939","UDGÅET, FEJLOPRETTET",""
"M96963","UDGÅET PR. 01.01.96 - SE M96003",""
"M96963","LAVT DIFF. LYMFOCYTÆRT MALIGNT LYMFOM, NODULÆR VÆKSTMÅDE",""
"M96973","UDGÅET PR. 01.01.96 - SE M96003",""
"M96973","CENTROBLASTÆRT MALIGNT LYMFOM, FOLLIKULÆRT",""
"M96977","UDGÅET PR. 01.01.96 - SE M96007",""
"M96977","CENTROBLASTÆRT MALIGNT LYMFOM, FOLLIKULÆRT, RECIDIV",""
"M97003","UDGÅET PR. 01.03.96 - SE M96253",""
"M97003","MYCOSIS FUNGOIDES",""
"M97007","UDGÅET PR. 01.03.96 - SE M96257",""
"M97007","MYCOSIS FUNGOIDES, RECIDIV",""
"M97013","UDGÅET PR. 01.01.96 - SE M96253 - M78172",""
"M97013","SEZARYS SYNDROM",""
"M97017","UDGÅET PR. 01.01.96 - SE M96257 - M78172",""
"M97017","SEZARYS SYNDROM, RECIDIV",""
"M97093","KUTANT LYMFOM",""
"M97202","MALIGN HISTIOCYTOSE I INKOMPLET REMISSION",""
"M97203","MALIGN HISTIOCYTOSE",""
"M97207","MALIGN HISTIOCYTOSE, RECIDIV",""
"M97208","MALIGN HISTIOCYTOSE I REMISSION",""
"M97213","UDGÅET PR. 01.01.96",""
"M97213","HISTIOCYTÆR MEDULLÆR RETIKULOSE",""
"M97217","UDGÅET PR. 01.01.96",""
"M97217","HISTIOCYTÆR MEDULLÆR RETIKULOSE, RECIDIV",""
"M97223","LETTERER-SIWES SYGDOM",""
"M97223","LETTERER-SIWES SYGDOM",""
"M97227","UDGÅET PR. 1/1-87 (SE M97223)",""
"M97227","UDGÅET, SE97223",""
"M97227","LETTERER-SIWES SYGDOM, RECIDIV",""
"M97302","MYELOMATOSE I INKOMPLET REMISSION",""
"M97303","MYELOMATOSE",""
"M97307","MYELOMATOSE, RECIDIV",""
"M97308","MYELOMATOSE I REMISSION",""
"M97311","UDGÅET PR. 311293, SE 97313",""
"M97311","PLASMACYTOM (UDGÅET 311293 - SE M97313)",""
"M97311","PLASMACYTOM",""
"M97313","UDGÅET PR. 01.01.96 - SE M961C3",""
"M97313","PLASMACYTOM",""
"M97401","MASTOCYTOM",""
"M97402","MASTCELLE SARKOM I INKOMPLET REMISSION",""
"M97403","MASTCELLE SARKOM",""
"M97407","MASTCELLE SARKOM, RECIDIV",""
"M97408","MASTCELLE SARKOM I REMISSION",""
"M97411","SYSTEMISK MASTOCYTOSE, UVIST OM BENIGN ELLER MALIGN",""
"M97412","MALIGN SYSTEMISK MASTOCYTOSE I INKOMPLET REMISSION",""
"M97413","MALIGN SYSTEMISK MASTOCYTOSE",""
"M97417","MALIGN SYSTEMISK MASTOCYTOSE, RECIDIV",""
"M97418","MALIGN SYSTEMISK MASTOCYTOSE I REMISSION",""
"M97503","UDGÅET PR. 01.01.96 - SE M961F3",""
"M97503","BURKITT LYMFOM",""
"M97507","UDGÅET PR. 01.01.96 - SE M961F7",""
"M97507","BURKITT LYMFOM, RECIDIV",""
"M98001","UDGÅET PR. 01.01.40, SE M98008",""
"M98002","LEUKÆMI I INKOMPLET REMISSION",""
"M98003","LEUKÆMI",""
"M98006","LEUKÆMISK INFILTRAT",""
"M98007","LEUKÆMI, RECIDIV",""
"M98008","LEUKÆMI I REMISSION",""
"M98013","UDGÅET PR. 01.01.96 - SE M98613 - ÆYY540",""
"M98013","AKUT LEUKÆMI (STAMCELLELEUKÆMI)",""
"M98017","UDGÅET PR. 01.01.96 - SE M98617 - ÆYY540",""
"M98017","AKUT LEUKÆMI (STAMCELLELEUKÆMI), RECIDIV",""
"M98018","UDGÅET PR. 01.01.96 - SE M98618 - ÆYY540",""
"M98018","AKUT LEUKÆMI (STAMCELLELEUKÆMI) I REMISSION",""
"M98042","ALEUKÆMISK LEUKÆMI I INKOMPLET REMISSION",""
"M98043","ALEUKÆMISK LEUKÆMI",""
"M98047","ALEUKÆMISK LEUKÆMI, RECIDIV",""
"M98048","ALEUKÆMISK LEUKÆMI I REMISSION",""
"M982X2","KRONISK LYMFOCYTÆR LEUKÆMIVARIANT I INKOMPLET REMISSION",""
"M982X3","KRONISK LYMFOCYTÆR LEUKÆMIVARIANT",""
